arm,run,file,category,credit_id,credit_name,max_points,applicability,estimated_level,estimated_points,justification,questions_summary,level_guide_reference,concept_phase_actions,documentation_needed,input_tokens,output_tokens,elapsed_seconds,valid_json,truncated,success
rag,2,00_sample_project,Quality Of Life,QL1.2,Enhance Public Health & Safety,20,Applicable,Improved,2,"The project includes residential and commercial spaces, which can impact public health and safety.",QA:Likely Yes(Project includes fire resistive walls and emergency evacuation plans.) | QB:Insufficient Data(Lack of information on indoor air quality and ventilation systems.),A + B required for Enhanced,Investigate indoor air quality and ventilation system options.,Indoor air quality assessment; Ventilation system design,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.3,Improve Construction Safety,14,Applicable,Improved,2,The project involves construction activities that can impact worker safety.,QA:Likely Yes(Project includes safety protocols and emergency response plans.) | QB:Insufficient Data(Lack of information on worker training programs.),A + B required for Enhanced,Develop worker training programs and safety protocols.,Worker training program records; Safety protocol documents,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.4,Minimize Noise & Vibration,12,Applicable,Improved,1,The project includes residential and commercial spaces that can be impacted by noise and vibration.,QA:Likely Yes(Project includes soundproofing measures and vibration-reducing materials.) | QB:Insufficient Data(Lack of information on noise and vibration monitoring.),A + B required for Enhanced,Investigate noise and vibration monitoring options.,Noise and vibration monitoring reports; Soundproofing and vibration-reducing material specifications,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.5,Minimize Light Pollution,12,Applicable,Improved,1,The project includes exterior lighting that can contribute to light pollution.,QA:Likely Yes(Project includes energy-efficient lighting and shielding measures.) | QB:Insufficient Data(Lack of information on lighting design and controls.),A + B required for Enhanced,Investigate lighting design and control options.,Lighting design and control specifications; Energy-efficient lighting product information,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.6,Minimize Construction Impacts,8,Applicable,Improved,1,The project involves construction activities that can impact the surrounding environment.,QA:Likely Yes(Project includes erosion control measures and waste management plans.) | QB:Insufficient Data(Lack of information on construction sequencing and scheduling.),A + B required for Enhanced,Develop construction sequencing and scheduling plans.,Construction sequencing and scheduling documents; Erosion control and waste management plans,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL2.1,Improve Community Mobility,14,Applicable,Improved,1,The project includes residential and commercial spaces that can impact community mobility.,QA:Likely Yes(Project includes pedestrian-friendly design and public transportation access.) | QB:Insufficient Data(Lack of information on bikeability and walkability features.),A + B required for Enhanced,Investigate bikeability and walkability feature options.,Bikeability and walkability feature designs; Public transportation access information,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL2.2,Encourage Sustainable Transportation,16,Applicable,Improved,5,The project includes parking and transportation infrastructure that can impact sustainable transportation.,QA:Likely Yes(Project includes electric vehicle charging stations and carpooling incentives.) | QB:Insufficient Data(Lack of information on alternative transportation options.),A + B required for Enhanced,Investigate alternative transportation options.,Alternative transportation option designs; Electric vehicle charging station and carpooling incentive information,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL2.3,Improve Access & Wayfinding,14,Applicable,Improved,1,The project includes public spaces and navigation systems that can impact access and wayfinding.,QA:Likely Yes(Project includes clear signage and accessible pathways.) | QB:Insufficient Data(Lack of information on wayfinding technology integration.),A + B required for Enhanced,Investigate wayfinding technology integration options.,Wayfinding technology integration designs; Clear signage and accessible pathway information,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL3.1,Advance Equity & Social Justice,18,Applicable,Improved,3,The project includes community spaces and social programs that can impact equity and social justice.,QA:Likely Yes(Project includes community engagement and outreach programs.) | QB:Insufficient Data(Lack of information on social justice initiatives.),A + B required for Enhanced,Investigate social justice initiative options.,Social justice initiative designs; Community engagement and outreach program information,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL3.2,Preserve Historic & Cultural Resources,18,Not Applicable,,0,The project does not involve historic or cultural resource preservation.,,,,,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Quality Of Life,QL3.3,Enhance Views & Local Character,14,Applicable,Improved,1,The project includes public spaces and architectural design that can impact views and local character.,QA:Likely Yes(Project includes contextual design and view preservation measures.) | QB:Insufficient Data(Lack of information on local character integration.),A + B required for Enhanced,Investigate local character integration options.,Local character integration designs; Contextual design and view preservation information,17220,2524,535.64,True,False,True
rag,2,00_sample_project,Resource Allocation,RA1.1,Reduce Embodied Carbon in Materials,20,Applicable,No Level,0,,QA:Insufficient Data(No material takeoff or embodied carbon analysis provided) | QB:Insufficient Data(No information on recycled content or sustainable materials),A + B required for Improved,Conduct material takeoff and embodied carbon analysis; Research sustainable materials and recycled content options,Material takeoff report; Embodied carbon analysis; Sustainable materials research,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA1.2,Use Recycled Materials,12,Applicable,No Level,0,,QA:Insufficient Data(No information on recycled materials used) | QB:Insufficient Data(No documentation on recycling rates or material sourcing),A + B required for Improved,Research recycled material options; Develop recycling plan and tracking system,Recycled materials report; Recycling plan and tracking documentation,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA1.3,Reduce Operational Waste,10,Applicable,No Level,0,,QA:Insufficient Data(No information on operational waste reduction strategies) | QB:Insufficient Data(No documentation on waste management plan or recycling programs),A + B required for Improved,Develop operational waste reduction strategy; Research waste management and recycling options,Operational waste reduction plan; Waste management and recycling documentation,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA1.4,Reduce Construction Waste,8,Applicable,No Level,0,,QA:Insufficient Data(No information on construction waste reduction strategies) | QB:Insufficient Data(No documentation on construction waste management plan or recycling programs),A + B required for Improved,Develop construction waste reduction strategy; Research construction waste management and recycling options,Construction waste reduction plan; Construction waste management and recycling documentation,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA1.5,Balance Earthwork On Site,6,Applicable,No Level,0,,QA:Insufficient Data(No information on earthwork balancing strategies) | QB:Insufficient Data(No documentation on earthwork management plan or soil conservation measures),A + B required for Improved,Develop earthwork balancing strategy; Research earthwork management and soil conservation options,Earthwork balancing plan; Earthwork management and soil conservation documentation,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA2.1,Reduce Operational Energy Consumption,20,Applicable,No Level,0,,QA:Insufficient Data(No information on operational energy reduction strategies) | QB:Insufficient Data(No documentation on energy management plan or renewable energy systems),A + B required for Improved,Develop operational energy reduction strategy; Research energy management and renewable energy options,Operational energy reduction plan; Energy management and renewable energy documentation,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA2.2,Reduce Construction Energy Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on construction energy reduction strategies) | QB:Insufficient Data(No documentation on construction energy management plan or fuel-efficient equipm),A + B required for Improved,Develop construction energy reduction strategy; Research construction energy management and fuel-efficient equipment options,Construction energy reduction plan; Construction energy management and fuel-efficient equipment documentation,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA2.3,Use Renewable Energy,10,Applicable,No Level,0,,QA:Insufficient Data(No information on renewable energy systems) | QB:Insufficient Data(No documentation on renewable energy implementation plan or maintenance schedule),A + B required for Improved,Research renewable energy options; Develop renewable energy implementation plan,Renewable energy report; Renewable energy implementation plan and maintenance schedule,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA2.4,Commission and Monitor Energy Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on energy system commissioning or monitoring) | QB:Insufficient Data(No documentation on energy system maintenance schedule or performance metrics),A + B required for Improved,Develop energy system commissioning plan; Research energy monitoring and maintenance options,Energy system commissioning report; Energy monitoring and maintenance documentation,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA3.1,Preserve Water Resources,14,Applicable,No Level,0,,QA:Insufficient Data(No information on water conservation strategies) | QB:Insufficient Data(No documentation on water management plan or efficient fixtures),A + B required for Improved,Develop water conservation strategy; Research water-efficient fixtures and appliances,Water conservation plan; Water management documentation and efficient fixture specifications,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA3.2,Reduce Operational Water Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on operational water reduction strategies) | QB:Insufficient Data(No documentation on water-efficient systems or rainwater harvesting),A + B required for Improved,Develop operational water reduction strategy; Research water-efficient systems and rainwater harvesting options,Operational water reduction plan; Water-efficient system documentation and rainwater harvesting design,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA3.3,Reduce Construction Water Consumption,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction water reduction strategies) | QB:Insufficient Data(No documentation on construction water management plan or efficient practices),A + B required for Improved,Develop construction water reduction strategy; Research construction water management and efficient practice options,Construction water reduction plan; Construction water management documentation and efficient practice guidelines,17210,2650,563.7,True,False,True
rag,2,00_sample_project,Resource Allocation,RA3.4,Monitor Water Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on water system monitoring or metering) | QB:Insufficient Data(No documentation on water system maintenance schedule or performance metrics),A + B required for Improved,Develop water system monitoring plan; Research water metering and maintenance options,Water system monitoring report; Water metering and maintenance documentation,17210,2650,563.7,True,False,True
rag,3,00_sample_project,Climate And Resilience,CR2.1,Avoid Unsuitable Development,14,Applicable,No Level,0,,QA:Insufficient Data(No information on site selection process) | QB:Insufficient Data(No environmental impact assessment available),A + B required for Improved,Conduct site selection process with environmental considerations; Perform environmental impact assessment,Site selection report; Environmental impact assessment,17617,1586,349.79,True,False,True
rag,3,00_sample_project,Climate And Resilience,CR2.2,Assess Climate Change Vulnerability,20,Applicable,No Level,0,,QA:Insufficient Data(No climate change vulnerability assessment available) | QB:Insufficient Data(No information on project vulnerabilities) | QC:Insufficient Data(No information on infrastructure system vulnerabilities) | QD:Insufficient Data(No information on community vulnerabilities) | QE:Insufficient Data(No information on shared climate threat findings),A + B required for Improved,Conduct climate change vulnerability assessment; Identify project and infrastructure system vulnerabilities,Climate change vulnerability assessment report; Vulnerability identification documentation,17617,1586,349.79,True,False,True
rag,3,00_sample_project,Climate And Resilience,CR2.3,Evaluate Risk and Resilience,26,Applicable,No Level,0,,QA:Insufficient Data(No risk assessment available) | QB:Insufficient Data(No information on critical functions and dependencies) | QC:Insufficient Data(No information on threats or hazards) | QD:Insufficient Data(No information on vulnerabilities of critical functions and dependencies) | QE:Insufficient Data(No risk evaluation available) | QF:Insufficient Data(No information on stakeholder participation in risk evaluation),A + B + C + D + E required for Improved,Conduct risk assessment; Identify critical functions and dependencies,Risk assessment report; Critical functions and dependencies documentation,17617,1586,349.79,True,False,True
rag,3,00_sample_project,Climate And Resilience,CR2.4,Establish Resilience Goals and Strategies,20,Applicable,No Level,0,,QA:Insufficient Data(No project performance goals available) | QB:Insufficient Data(No risk management strategies available) | QC:Insufficient Data(No information on stakeholder engagement in resilience goal development) | QD:Insufficient Data(No information on community resilience or climate change adaptation goals),A + B required for Enhanced,Develop project performance goals; Establish risk management strategies,Project performance goals documentation; Risk management strategies documentation,17617,1586,349.79,True,False,True
rag,3,00_sample_project,Climate And Resilience,CR2.5,Maximize Resilience,26,Applicable,No Level,0,,QA:Insufficient Data(No resilience goals and strategies available) | QB:Insufficient Data(No information on implementation of resilience strategies) | QC:Insufficient Data(No information on monitoring and review of resilience strategies) | QD:Insufficient Data(No information on incorporation of resilience goals into operations and maintena) | QE:Insufficient Data(No information on methods for measuring resilience performance),A + B required for Improved,Develop resilience goals and strategies; Implement resilience strategies,Resilience goals and strategies documentation; Implementation of resilience strategies documentation,17617,1586,349.79,True,False,True
rag,3,00_sample_project,Climate And Resilience,CR2.6,Improve Infrastructure Integration,18,Applicable,No Level,0,,QA:Insufficient Data(No information on infrastructure system integration) | QB:Insufficient Data(No information on beneficial integration of multiple infrastructure systems),A + B required for Improved,Investigate infrastructure system integration opportunities; Develop plans for beneficial integration of multiple infrastructure systems,Infrastructure system integration report; Beneficial integration plan,17617,1586,349.79,True,False,True
rag,3,00_sample_project,Leadership,LD1.1,Provide Effective Leadership and Commitment,10,Applicable,Improved,2,"The project has a clear project management and architectural modeling team, indicating the presence of leadership and commitment.",QA:Likely Yes(Project management and architectural modeling team identified) | QB:Insufficient Data,"A + B required for Enhanced, but only A is satisfied",Develop a comprehensive project plan and schedule,Project charter; Stakeholder engagement plan,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD1.2,Foster Collaboration and Teamwork,8,Applicable,Improved,2,"The project involves multiple disciplines, including architectural design, structural design, and MEP design, indicating the need for collaboration and teamwork.",QA:Likely Yes(Multiple disciplines involved in the project) | QB:Insufficient Data,"A + B required for Enhanced, but only A is satisfied",Establish a collaboration plan and schedule regular team meetings,Collaboration plan; Meeting minutes,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD1.3,Encourage Public Outreach and Participation,6,Applicable,No Level,0,"The project may impact the surrounding community, indicating the need for public outreach and participation.",QA:Insufficient Data | QB:Insufficient Data,"A + B required for Improved, but neither is satisfied",Develop a public outreach and participation plan,Public outreach and participation plan; Stakeholder engagement records,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD1.4,Pursue Byproduct Synergies,8,Applicable,No Level,0,"The project may generate byproducts that can be utilized or sold, indicating the potential for byproduct synergies.",QA:Insufficient Data | QB:Insufficient Data,"A + B required for Improved, but neither is satisfied",Identify potential byproducts and explore utilization or sales opportunities,Byproduct utilization plan; Market analysis,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD2.1,Establish a Sustainability Management Plan,12,Applicable,Improved,4,The project requires a sustainability management plan to ensure effective implementation of sustainability measures.,QA:Likely Yes(Project management and architectural modeling team identified) | QB:Insufficient Data,"A + B required for Enhanced, but only A is satisfied",Develop a comprehensive sustainability management plan,Sustainability management plan; Stakeholder engagement records,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD2.2,Plan for Sustainable Communities,10,Applicable,No Level,0,"The project may impact the surrounding community, indicating the need for planning for sustainable communities.",QA:Insufficient Data | QB:Insufficient Data,"A + B required for Improved, but neither is satisfied",Develop a plan for sustainable communities,Sustainable community plan; Stakeholder engagement records,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD2.3,Conduct a Life-Cycle Economic Evaluation,12,Applicable,No Level,0,The project requires a life-cycle economic evaluation to ensure cost-effectiveness and sustainability.,QA:Insufficient Data | QB:Insufficient Data,"A + B required for Improved, but neither is satisfied",Conduct a life-cycle economic evaluation,Life-cycle economic evaluation report; Cost-benefit analysis,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD3.1,Develop a Comprehensive Cost-Benefit Analysis,10,Applicable,No Level,0,The project requires a comprehensive cost-benefit analysis to ensure effective decision-making.,QA:Insufficient Data | QB:Insufficient Data,"A + B required for Improved, but neither is satisfied",Develop a comprehensive cost-benefit analysis,Cost-benefit analysis report; Stakeholder engagement records,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD3.2,Evaluate the Impact of the Project on the Local Economy,8,Applicable,No Level,0,"The project may impact the local economy, indicating the need for evaluation.",QA:Insufficient Data | QB:Insufficient Data,"A + B required for Improved, but neither is satisfied",Evaluate the impact of the project on the local economy,Economic impact assessment report; Stakeholder engagement records,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Assessment,12,Applicable,No Level,0,The project requires a life-cycle assessment to ensure sustainability and minimize environmental impacts.,QA:Insufficient Data | QB:Insufficient Data,"A + B required for Improved, but neither is satisfied",Conduct a life-cycle assessment,Life-cycle assessment report; Environmental impact assessment,17191,1992,429.17,True,False,True
rag,3,00_sample_project,Natural World,NW1.1,Conserve Natural Areas,14,Applicable,Improved,2,"The project is located in an area with potential natural habitats and ecosystems, as indicated by the mention of 'natural/vegetated zones' in the PDF metadata.",QA:Insufficient Data(No information on natural areas conservation) | QB:Insufficient Data(No information on habitat restoration or enhancement),A + B required for Improved,Conduct natural areas assessment to identify potential conservation opportunities,Natural areas assessment report; Habitat restoration or enhancement plan,17916,1381,317.66,True,False,True
rag,3,00_sample_project,Natural World,NW1.2,Provide Wetland and Surface Water Buffers,10,Applicable,Improved,1,"The project is located near a water body, as indicated by the mention of 'stormwater management' in the PDF metadata.",QA:Insufficient Data(No information on wetland or surface water buffers) | QB:Insufficient Data(No information on buffer zone maintenance or monitoring),A + B required for Improved,Conduct wetland and surface water assessment to identify potential buffer zones,Wetland and surface water assessment report; Buffer zone maintenance or monitoring plan,17916,1381,317.66,True,False,True
rag,3,00_sample_project,Natural World,NW2.2,Manage Stormwater,24,Applicable,Improved,2,"The project involves stormwater management, as indicated by the mention of 'stormwater' in the PDF metadata.",QA:Likely Yes(Stormwater management mentioned in PDF metadata) | QB:Insufficient Data(No information on stormwater management plan or implementation),A + B required for Improved,Develop stormwater management plan,Stormwater management plan; Implementation details,17916,1381,317.66,True,False,True
rag,3,00_sample_project,Natural World,NW2.4,Protect Surface and Groundwater Quality,14,Applicable,Improved,1,"The project is located near a water body, as indicated by the mention of 'stormwater management' in the PDF metadata.",QA:Insufficient Data(No information on surface and groundwater quality protection) | QB:Insufficient Data(No information on pollution prevention or mitigation measures),A + B required for Improved,Conduct surface and groundwater quality assessment to identify potential protection opportunities,Surface and groundwater quality assessment report; Pollution prevention or mitigation plan,17916,1381,317.66,True,False,True
rag,3,00_sample_project,Natural World,NW3.3,Maintain Floodplain Functions,14,Applicable,Improved,1,"The project is located in a floodplain, as indicated by the mention of 'floodplain' in the PDF metadata.",QA:Likely Yes(Floodplain mentioned in PDF metadata) | QB:Insufficient Data(No information on floodplain function maintenance or restoration),A + B required for Improved,Conduct floodplain assessment to identify potential function maintenance or restoration opportunities,Floodplain assessment report; Function maintenance or restoration plan,17916,1381,317.66,True,False,True
rag,3,00_sample_project,Natural World,NW3.5,Protect Soil Health,10,Applicable,Improved,1,"The project involves soil disturbance, as indicated by the mention of 'site plan' in the PDF metadata.",QA:Insufficient Data(No information on soil health protection) | QB:Insufficient Data(No information on soil erosion prevention or mitigation measures),A + B required for Improved,Conduct soil health assessment to identify potential protection opportunities,Soil health assessment report; Erosion prevention or mitigation plan,17916,1381,317.66,True,False,True
rag,3,00_sample_project,Quality Of Life,QL1.1,Improve Community Quality of Life,26,Applicable,Improved,5,"The project is a mixed-use development with residential, commercial, and community spaces, indicating potential for community quality of life improvements.",QA:Likely Yes(Project includes live/work units and community spaces.) | QB:Insufficient Data(Lack of information on community engagement and feedback mechanisms.) | QC:Likely Yes(Project incorporates green spaces and outdoor areas.) | QD:Insufficient Data(Lack of information on accessibility features and universal design principles.),A + B,Conduct community outreach and engagement to inform design decisions.; Incorporate accessible and universal design principles into the project.,Community engagement and feedback records.; Accessibility and universal design plans.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL1.2,Enhance Public Health & Safety,20,Applicable,Improved,7,"The project includes residential and commercial spaces, indicating potential public health and safety concerns.",QA:Likely Yes(Project incorporates natural ventilation and daylighting strategies.) | QB:Insufficient Data(Lack of information on indoor air quality monitoring and maintenance protocols.) | QC:Likely Yes(Project includes emergency response plans and evacuation routes.),A + B,Develop indoor air quality monitoring and maintenance protocols.; Conduct regular safety inspections and training for occupants.,Indoor air quality monitoring and maintenance records.; Safety inspection and training records.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL1.3,Improve Construction Safety,14,Applicable,Improved,5,"The project involves construction activities, indicating potential construction safety concerns.",QA:Likely Yes(Project includes a construction safety plan and regular site inspections.) | QB:Insufficient Data(Lack of information on worker training programs and personal protective equipmen),A + B,Develop worker training programs and PPE usage protocols.; Conduct regular site inspections and safety audits.,Construction safety plan and inspection records.; Worker training and PPE usage records.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL1.4,Minimize Noise & Vibration,12,Applicable,Improved,3,"The project includes residential and commercial spaces, indicating potential noise and vibration concerns.",QA:Likely Yes(Project incorporates sound-absorbing materials and acoustic design strategies.) | QB:Insufficient Data(Lack of information on vibration mitigation measures and noise monitoring protoc),A + B,Develop vibration mitigation measures and noise monitoring protocols.; Incorporate sound-absorbing materials and acoustic design strategies into the project.,Vibration mitigation and noise monitoring records.; Acoustic design and sound-absorbing material specifications.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL1.5,Minimize Light Pollution,12,Applicable,Improved,3,"The project includes exterior lighting, indicating potential light pollution concerns.",QA:Likely Yes(Project incorporates energy-efficient and shielded lighting fixtures.) | QB:Insufficient Data(Lack of information on lighting controls and scheduling protocols.),A + B,Develop lighting controls and scheduling protocols.; Incorporate energy-efficient and shielded lighting fixtures into the project.,Lighting control and scheduling records.; Energy-efficient and shielded lighting fixture specifications.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL1.6,Minimize Construction Impacts,8,Applicable,Improved,2,"The project involves construction activities, indicating potential construction impacts.",QA:Likely Yes(Project includes a construction management plan and regular site inspections.) | QB:Insufficient Data(Lack of information on waste reduction and recycling protocols.),A + B,Develop waste reduction and recycling protocols.; Conduct regular site inspections and construction management audits.,Construction management plan and inspection records.; Waste reduction and recycling records.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL2.1,Improve Community Mobility,14,Applicable,Improved,7,"The project includes residential and commercial spaces, indicating potential community mobility concerns.",QA:Likely Yes(Project incorporates pedestrian-friendly design strategies and accessible transp) | QB:Insufficient Data(Lack of information on public transportation access and bikeability features.),A + B,Develop public transportation access and bikeability features.; Incorporate pedestrian-friendly design strategies into the project.,Public transportation access and bikeability records.; Pedestrian-friendly design strategy documents.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL2.2,Encourage Sustainable Transportation,16,Applicable,Improved,5,"The project includes parking and transportation infrastructure, indicating potential sustainable transportation concerns.",QA:Likely Yes(Project incorporates electric vehicle charging stations and carpooling incentive) | QB:Insufficient Data(Lack of information on alternative transportation options and transportation dem),A + B,Develop alternative transportation options and transportation demand management strategies.; Incorporate electric vehicle charging stations and carpooling incentives into the project.,Alternative transportation option records.; Transportation demand management strategy documents.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL2.3,Improve Access & Wayfinding,14,Applicable,Improved,9,"The project includes public spaces and navigation systems, indicating potential access and wayfinding concerns.",QA:Likely Yes(Project incorporates clear signage and accessible navigation systems.) | QB:Insufficient Data(Lack of information on audio descriptions and tactile signage for visually impai),A + B,Develop audio descriptions and tactile signage for visually impaired users.; Incorporate clear signage and accessible navigation systems into the project.,Audio description and tactile signage records.; Clear signage and navigation system documents.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL3.1,Advance Equity & Social Justice,18,Applicable,Improved,6,"The project includes community spaces and social programs, indicating potential equity and social justice concerns.",QA:Likely Yes(Project incorporates community engagement and participatory design processes.) | QB:Insufficient Data(Lack of information on affordable housing options and social services.),A + B,Develop affordable housing options and social services.; Incorporate community engagement and participatory design processes into the project.,Affordable housing option records.; Social service documents.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL3.2,Preserve Historic & Cultural Resources,18,Applicable,Improved,2,"The project includes historic and cultural resources, indicating potential preservation concerns.",QA:Likely Yes(Project incorporates historic preservation strategies and cultural resource mana) | QB:Insufficient Data(Lack of information on community outreach and education programs.),A + B,Develop community outreach and education programs.; Incorporate historic preservation strategies and cultural resource management plans into the project.,Community outreach and education program records.; Historic preservation strategy documents.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Quality Of Life,QL3.3,Enhance Views & Local Character,14,Applicable,Improved,3,"The project includes public spaces and views, indicating potential view and local character concerns.",QA:Likely Yes(Project incorporates view preservation strategies and local character design ele) | QB:Insufficient Data(Lack of information on community engagement and feedback mechanisms.),A + B,Develop community engagement and feedback mechanisms.; Incorporate view preservation strategies and local character design elements into the project.,Community engagement and feedback records.; View preservation strategy documents.,17220,2926,625.01,True,False,True
rag,3,00_sample_project,Resource Allocation,RA1.1,Reduce Materials Use,12,Applicable,No Level,0,,QA:Insufficient Data(No material takeoff or bill of quantities in the model) | QB:Insufficient Data(No information on recycled content or sustainable materials),A + B required for Improved,Develop a material takeoff and bill of quantities; Research sustainable materials and recycled content options,Material takeoff and bill of quantities; Sustainable materials and recycled content research,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA1.2,Use Recycled Materials,10,Applicable,No Level,0,,QA:Insufficient Data(No information on recycled materials used in the project) | QB:Insufficient Data(No documentation of recycled material quantities),A + B required for Improved,Research recycled material options; Develop a plan for incorporating recycled materials into the project,Recycled material research; Plan for incorporating recycled materials,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA1.3,Reduce Operational Waste,8,Applicable,No Level,0,,QA:Insufficient Data(No information on operational waste reduction strategies) | QB:Insufficient Data(No documentation of waste reduction goals or targets),A + B required for Improved,Research operational waste reduction strategies; Develop a plan for reducing operational waste,Operational waste reduction research; Plan for reducing operational waste,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA1.4,Reduce Construction Waste,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction waste reduction strategies) | QB:Insufficient Data(No documentation of waste reduction goals or targets),A + B required for Improved,Research construction waste reduction strategies; Develop a plan for reducing construction waste,Construction waste reduction research; Plan for reducing construction waste,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA1.5,Balance Earthwork On Site,6,Applicable,No Level,0,,QA:Insufficient Data(No information on earthwork balancing strategies) | QB:Insufficient Data(No documentation of earthwork balancing goals or targets),A + B required for Improved,Research earthwork balancing strategies; Develop a plan for balancing earthwork on site,Earthwork balancing research; Plan for balancing earthwork,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA2.1,Reduce Operational Energy Consumption,20,Applicable,No Level,0,,QA:Insufficient Data(No information on operational energy reduction strategies) | QB:Insufficient Data(No documentation of energy reduction goals or targets),A + B required for Improved,Research operational energy reduction strategies; Develop a plan for reducing operational energy consumption,Operational energy reduction research; Plan for reducing operational energy consumption,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA2.2,Reduce Construction Energy Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on construction energy reduction strategies) | QB:Insufficient Data(No documentation of energy reduction goals or targets),A + B required for Improved,Research construction energy reduction strategies; Develop a plan for reducing construction energy consumption,Construction energy reduction research; Plan for reducing construction energy consumption,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA2.3,Use Renewable Energy,10,Applicable,No Level,0,,QA:Insufficient Data(No information on renewable energy sources) | QB:Insufficient Data(No documentation of renewable energy goals or targets),A + B required for Improved,Research renewable energy sources; Develop a plan for incorporating renewable energy into the project,Renewable energy research; Plan for incorporating renewable energy,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA2.4,Commission and Monitor Energy Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on energy system commissioning or monitoring) | QB:Insufficient Data(No documentation of energy system performance goals or targets),A + B required for Improved,Research energy system commissioning and monitoring strategies; Develop a plan for commissioning and monitoring energy systems,Energy system commissioning and monitoring research; Plan for commissioning and monitoring energy systems,17210,2632,565.6,True,False,True
rag,3,00_sample_project,Resource Allocation,RA3.1,Preserve Water Resources,14,Applicable,No Level,0,,QA:Insufficient Data(No information on water conservation strategies) | QB:Insufficient Data(No documentation of water conservation goals or targets),A + B required for Improved,Research water conservation strategies; Develop a plan for preserving water resources,Water conservation research; Plan for preserving water resources,17210,2632,565.6,True,False,True
